[2026-05-30 03:58:53 UTC] CPU: 4.6% | RAM: 0/7,488 MB | Disk: 165/475 GB
[2026-05-30 04:46:41 UTC] CPU: 0.8% | RAM: 6,761/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:46:47 UTC] CPU: 3.3% | RAM: 6,785/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:46:53 UTC] CPU: 0.8% | RAM: 6,476/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:46:58 UTC] CPU: 0.5% | RAM: 6,481/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:04 UTC] CPU: 0.0% | RAM: 6,486/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:10 UTC] CPU: 1.3% | RAM: 6,498/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:15 UTC] CPU: 0.0% | RAM: 6,499/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:21 UTC] CPU: 0.3% | RAM: 6,503/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:27 UTC] CPU: 0.0% | RAM: 6,506/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:33 UTC] CPU: 0.3% | RAM: 6,507/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:38 UTC] CPU: 0.0% | RAM: 6,524/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:44 UTC] CPU: 2.5% | RAM: 6,762/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:50 UTC] CPU: 0.5% | RAM: 6,829/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:47:55 UTC] CPU: 0.0% | RAM: 6,824/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:01 UTC] CPU: 0.0% | RAM: 6,829/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:07 UTC] CPU: 0.0% | RAM: 6,799/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:12 UTC] CPU: 0.3% | RAM: 6,804/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:18 UTC] CPU: 0.0% | RAM: 6,819/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:24 UTC] CPU: 0.5% | RAM: 6,720/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:29 UTC] CPU: 0.3% | RAM: 6,568/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:35 UTC] CPU: 0.5% | RAM: 6,582/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:41 UTC] CPU: 0.3% | RAM: 6,575/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:47 UTC] CPU: 1.3% | RAM: 6,583/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:52 UTC] CPU: 0.3% | RAM: 6,597/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:48:58 UTC] CPU: 1.0% | RAM: 6,617/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:04 UTC] CPU: 1.6% | RAM: 6,620/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:09 UTC] CPU: 0.3% | RAM: 6,622/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:15 UTC] CPU: 2.5% | RAM: 6,634/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:21 UTC] CPU: 0.5% | RAM: 6,641/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:27 UTC] CPU: 0.0% | RAM: 6,645/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:32 UTC] CPU: 0.0% | RAM: 6,642/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:38 UTC] CPU: 0.0% | RAM: 6,644/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:44 UTC] CPU: 1.8% | RAM: 6,648/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:49 UTC] CPU: 0.5% | RAM: 6,648/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:49:55 UTC] CPU: 0.3% | RAM: 6,647/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:01 UTC] CPU: 0.5% | RAM: 6,650/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:06 UTC] CPU: 1.0% | RAM: 6,657/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:12 UTC] CPU: 0.0% | RAM: 6,662/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:18 UTC] CPU: 0.3% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:23 UTC] CPU: 1.8% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:29 UTC] CPU: 0.3% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:35 UTC] CPU: 0.0% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:41 UTC] CPU: 1.3% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:46 UTC] CPU: 0.3% | RAM: 6,664/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:52 UTC] CPU: 0.3% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:50:58 UTC] CPU: 0.0% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:03 UTC] CPU: 0.3% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:09 UTC] CPU: 0.5% | RAM: 6,633/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:15 UTC] CPU: 0.5% | RAM: 6,644/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:20 UTC] CPU: 0.5% | RAM: 6,644/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:26 UTC] CPU: 0.0% | RAM: 6,636/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:32 UTC] CPU: 0.0% | RAM: 6,635/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:37 UTC] CPU: 0.0% | RAM: 6,635/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:43 UTC] CPU: 0.8% | RAM: 6,637/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:49 UTC] CPU: 1.3% | RAM: 6,638/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:51:55 UTC] CPU: 0.8% | RAM: 6,306/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:00 UTC] CPU: 0.0% | RAM: 6,317/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:06 UTC] CPU: 0.0% | RAM: 6,322/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:12 UTC] CPU: 0.0% | RAM: 6,325/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:17 UTC] CPU: 0.0% | RAM: 6,328/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:23 UTC] CPU: 0.0% | RAM: 6,333/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:29 UTC] CPU: 0.0% | RAM: 6,334/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:34 UTC] CPU: 0.0% | RAM: 6,335/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:40 UTC] CPU: 0.3% | RAM: 6,336/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:46 UTC] CPU: 1.3% | RAM: 6,335/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:51 UTC] CPU: 0.3% | RAM: 6,341/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:52:57 UTC] CPU: 0.0% | RAM: 6,344/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:03 UTC] CPU: 0.0% | RAM: 6,350/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:09 UTC] CPU: 1.3% | RAM: 6,354/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:14 UTC] CPU: 1.0% | RAM: 6,381/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:20 UTC] CPU: 1.5% | RAM: 6,397/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:26 UTC] CPU: 0.0% | RAM: 6,403/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:31 UTC] CPU: 6.6% | RAM: 6,509/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:37 UTC] CPU: 3.3% | RAM: 6,494/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:43 UTC] CPU: 0.0% | RAM: 6,501/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:48 UTC] CPU: 0.8% | RAM: 6,502/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:53:54 UTC] CPU: 0.0% | RAM: 6,497/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:00 UTC] CPU: 0.3% | RAM: 6,498/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:05 UTC] CPU: 1.0% | RAM: 6,499/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:11 UTC] CPU: 0.3% | RAM: 6,499/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:17 UTC] CPU: 0.0% | RAM: 6,499/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:23 UTC] CPU: 0.0% | RAM: 6,499/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:28 UTC] CPU: 0.5% | RAM: 6,494/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:34 UTC] CPU: 0.0% | RAM: 6,493/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:40 UTC] CPU: 0.3% | RAM: 6,491/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:45 UTC] CPU: 0.5% | RAM: 6,492/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:51 UTC] CPU: 1.3% | RAM: 6,430/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:54:57 UTC] CPU: 0.0% | RAM: 6,414/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:02 UTC] CPU: 0.0% | RAM: 6,416/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:08 UTC] CPU: 0.8% | RAM: 6,423/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:14 UTC] CPU: 0.0% | RAM: 6,422/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:19 UTC] CPU: 0.3% | RAM: 6,423/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:25 UTC] CPU: 0.0% | RAM: 6,423/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:31 UTC] CPU: 0.3% | RAM: 6,425/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:37 UTC] CPU: 0.0% | RAM: 6,428/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:42 UTC] CPU: 0.0% | RAM: 6,429/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:48 UTC] CPU: 0.0% | RAM: 6,429/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:54 UTC] CPU: 2.6% | RAM: 6,443/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:55:59 UTC] CPU: 0.0% | RAM: 6,442/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:05 UTC] CPU: 0.3% | RAM: 6,443/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:11 UTC] CPU: 0.0% | RAM: 6,446/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:16 UTC] CPU: 0.0% | RAM: 6,447/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:22 UTC] CPU: 0.0% | RAM: 6,451/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:28 UTC] CPU: 0.5% | RAM: 6,456/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:34 UTC] CPU: 0.3% | RAM: 6,458/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:39 UTC] CPU: 0.0% | RAM: 6,461/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:45 UTC] CPU: 0.0% | RAM: 6,464/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:51 UTC] CPU: 0.5% | RAM: 6,529/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:56:56 UTC] CPU: 0.3% | RAM: 6,377/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:02 UTC] CPU: 1.3% | RAM: 6,386/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:08 UTC] CPU: 0.5% | RAM: 6,452/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:13 UTC] CPU: 0.3% | RAM: 6,458/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:19 UTC] CPU: 0.0% | RAM: 6,465/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:25 UTC] CPU: 1.0% | RAM: 6,473/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:30 UTC] CPU: 0.3% | RAM: 6,475/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:36 UTC] CPU: 0.5% | RAM: 6,477/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:42 UTC] CPU: 0.0% | RAM: 6,479/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:48 UTC] CPU: 2.0% | RAM: 6,484/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:53 UTC] CPU: 0.0% | RAM: 6,486/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:57:59 UTC] CPU: 0.3% | RAM: 6,501/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:07 UTC] CPU: 3.3% | RAM: 7,109/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:13 UTC] CPU: 1.8% | RAM: 6,955/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:19 UTC] CPU: 0.3% | RAM: 6,756/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:24 UTC] CPU: 0.8% | RAM: 6,872/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:30 UTC] CPU: 0.5% | RAM: 6,907/7,488 MB | Disk: 164/475 GB
[2026-05-30 04:58:36 UTC] CPU: 0.5% | RAM: 6,909/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:34:48 UTC] CPU: 1.3% | RAM: 6,970/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:34:56 UTC] CPU: -0.5% | RAM: 6,772/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:02 UTC] CPU: 1.8% | RAM: 6,957/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:10 UTC] CPU: 1.0% | RAM: 7,157/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:15 UTC] CPU: 1.6% | RAM: 7,152/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:21 UTC] CPU: 0.3% | RAM: 7,026/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:27 UTC] CPU: 0.8% | RAM: 7,091/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:32 UTC] CPU: 0.5% | RAM: 6,879/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:38 UTC] CPU: 3.1% | RAM: 6,961/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:44 UTC] CPU: 0.3% | RAM: 7,021/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:49 UTC] CPU: 0.5% | RAM: 7,013/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:35:55 UTC] CPU: 1.3% | RAM: 6,935/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:01 UTC] CPU: 0.3% | RAM: 6,924/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:07 UTC] CPU: 1.6% | RAM: 6,937/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:12 UTC] CPU: 1.3% | RAM: 6,801/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:18 UTC] CPU: 0.5% | RAM: 6,811/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:24 UTC] CPU: 0.3% | RAM: 6,829/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:29 UTC] CPU: 0.3% | RAM: 6,856/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:35 UTC] CPU: 0.0% | RAM: 6,864/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:41 UTC] CPU: 0.3% | RAM: 6,867/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:47 UTC] CPU: 0.3% | RAM: 6,988/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:52 UTC] CPU: 0.3% | RAM: 7,005/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:36:58 UTC] CPU: 8.2% | RAM: 6,780/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:04 UTC] CPU: 4.2% | RAM: 7,045/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:09 UTC] CPU: 0.8% | RAM: 7,002/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:15 UTC] CPU: 1.1% | RAM: 7,059/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:21 UTC] CPU: 0.8% | RAM: 7,067/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:26 UTC] CPU: 1.6% | RAM: 7,062/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:32 UTC] CPU: 0.3% | RAM: 7,014/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:38 UTC] CPU: 0.8% | RAM: 6,992/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:44 UTC] CPU: 0.3% | RAM: 6,694/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:49 UTC] CPU: 2.0% | RAM: 6,694/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:37:55 UTC] CPU: 0.8% | RAM: 6,701/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:01 UTC] CPU: 0.3% | RAM: 6,696/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:06 UTC] CPU: 4.7% | RAM: 6,169/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:12 UTC] CPU: 2.1% | RAM: 6,262/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:18 UTC] CPU: 0.8% | RAM: 6,277/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:23 UTC] CPU: 0.0% | RAM: 6,271/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:29 UTC] CPU: 1.8% | RAM: 6,274/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:35 UTC] CPU: 0.0% | RAM: 6,270/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:40 UTC] CPU: 0.0% | RAM: 6,255/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:46 UTC] CPU: 0.0% | RAM: 6,254/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:52 UTC] CPU: 0.3% | RAM: 6,277/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:38:58 UTC] CPU: 0.0% | RAM: 6,251/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:03 UTC] CPU: 0.0% | RAM: 6,258/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:09 UTC] CPU: 3.6% | RAM: 6,283/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:15 UTC] CPU: 2.7% | RAM: 6,269/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:20 UTC] CPU: 0.5% | RAM: 6,287/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:26 UTC] CPU: 10.0% | RAM: 6,627/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:32 UTC] CPU: 5.4% | RAM: 6,556/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:38 UTC] CPU: 1.3% | RAM: 6,562/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:43 UTC] CPU: 0.0% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:49 UTC] CPU: 1.5% | RAM: 6,614/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:39:55 UTC] CPU: 2.1% | RAM: 6,757/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:01 UTC] CPU: 2.6% | RAM: 6,735/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:06 UTC] CPU: 2.1% | RAM: 6,614/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:12 UTC] CPU: 2.0% | RAM: 6,610/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:18 UTC] CPU: 2.6% | RAM: 6,619/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:23 UTC] CPU: 1.0% | RAM: 6,619/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:29 UTC] CPU: 1.6% | RAM: 6,621/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:35 UTC] CPU: 3.9% | RAM: 6,614/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:40 UTC] CPU: 0.0% | RAM: 6,623/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:46 UTC] CPU: 0.5% | RAM: 6,622/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:52 UTC] CPU: 0.5% | RAM: 6,604/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:40:58 UTC] CPU: 0.5% | RAM: 6,633/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:03 UTC] CPU: 0.8% | RAM: 6,645/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:09 UTC] CPU: 0.3% | RAM: 6,653/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:15 UTC] CPU: 0.0% | RAM: 6,725/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:20 UTC] CPU: 0.8% | RAM: 6,730/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:26 UTC] CPU: 1.6% | RAM: 6,755/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:31 UTC] CPU: 0.3% | RAM: 6,735/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:37 UTC] CPU: 0.5% | RAM: 6,803/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:43 UTC] CPU: 0.5% | RAM: 6,802/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:48 UTC] CPU: 0.3% | RAM: 6,806/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:41:54 UTC] CPU: 1.8% | RAM: 6,804/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:00 UTC] CPU: 3.4% | RAM: 6,800/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:06 UTC] CPU: 0.0% | RAM: 6,790/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:11 UTC] CPU: 8.0% | RAM: 6,918/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:17 UTC] CPU: 5.6% | RAM: 6,985/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:23 UTC] CPU: 8.0% | RAM: 7,065/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:29 UTC] CPU: 2.1% | RAM: 7,067/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:34 UTC] CPU: 6.4% | RAM: 7,058/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:40 UTC] CPU: 28.5% | RAM: 7,066/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:46 UTC] CPU: 14.5% | RAM: 7,064/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:52 UTC] CPU: 1.6% | RAM: 7,074/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:42:57 UTC] CPU: 5.4% | RAM: 6,980/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:03 UTC] CPU: 2.8% | RAM: 6,519/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:09 UTC] CPU: 1.6% | RAM: 6,492/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:14 UTC] CPU: 2.1% | RAM: 6,498/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:20 UTC] CPU: 1.8% | RAM: 6,495/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:26 UTC] CPU: 3.6% | RAM: 6,485/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:32 UTC] CPU: 2.6% | RAM: 6,472/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:37 UTC] CPU: 3.4% | RAM: 6,473/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:43 UTC] CPU: 2.0% | RAM: 6,465/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:49 UTC] CPU: 5.7% | RAM: 6,481/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:43:54 UTC] CPU: 4.4% | RAM: 6,484/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:00 UTC] CPU: 6.3% | RAM: 6,511/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:06 UTC] CPU: 2.3% | RAM: 6,365/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:12 UTC] CPU: 3.6% | RAM: 6,372/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:17 UTC] CPU: 2.6% | RAM: 6,385/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:23 UTC] CPU: 5.1% | RAM: 6,376/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:29 UTC] CPU: 2.3% | RAM: 6,380/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:34 UTC] CPU: 3.4% | RAM: 6,378/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:40 UTC] CPU: 2.9% | RAM: 6,389/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:46 UTC] CPU: 1.3% | RAM: 6,383/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:51 UTC] CPU: 3.1% | RAM: 6,388/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:44:57 UTC] CPU: 2.8% | RAM: 6,286/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:03 UTC] CPU: 3.1% | RAM: 6,285/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:09 UTC] CPU: 2.6% | RAM: 6,287/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:14 UTC] CPU: 2.8% | RAM: 6,296/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:20 UTC] CPU: 2.1% | RAM: 6,519/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:26 UTC] CPU: 3.1% | RAM: 6,268/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:31 UTC] CPU: 3.6% | RAM: 6,270/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:37 UTC] CPU: 4.2% | RAM: 6,272/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:43 UTC] CPU: 3.6% | RAM: 6,271/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:49 UTC] CPU: 2.3% | RAM: 6,227/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:45:54 UTC] CPU: 1.0% | RAM: 6,239/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:00 UTC] CPU: 1.0% | RAM: 6,246/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:06 UTC] CPU: 3.1% | RAM: 6,248/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:11 UTC] CPU: 2.3% | RAM: 6,258/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:17 UTC] CPU: 4.2% | RAM: 6,271/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:23 UTC] CPU: 4.1% | RAM: 6,277/7,488 MB | Disk: 164/475 GB
[2026-05-30 06:46:28 UTC] CPU: 3.4% | RAM: 6,281/7,488 MB | Disk: 164/475 GB
